,證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,Date
7710,082700,華碩凱基09購01,0,0,0,0,0,0,0,0,0,-35000,0,0,0,33000,68000,-35000,-35000,2021-06-09
7711,082550,緯穎凱基07購02,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7712,079745,帆宣統一07購02,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7713,06633P,滬深2X群益09售10,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7714,06722P,滬深2X元富09售14,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7715,069631,金像電元富08購02,0,0,0,0,0,0,0,0,0,-35000,0,0,0,309000,344000,-35000,-35000,2021-06-09
7716,07125P,臺股指元大0C售24,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7717,07309P,台灣50元大11售11,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7718,074078,精元元富08購04,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7719,075728,玉晶光元大08購02,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7720,089091,友達統一0B購03,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7721,089410,大立光凱基13購02,0,0,0,0,0,0,0,0,0,-35000,0,0,0,0,35000,-35000,-35000,2021-06-09
7722,089519,景碩元大0A購01,0,0,0,0,0,0,0,0,0,-35000,0,0,0,21000,56000,-35000,-35000,2021-06-09
7723,2239,英利-KY,40000,82000,-42000,0,0,0,0,0,0,7000,0,0,0,7000,0,7000,-35000,2021-06-09
7724,2849,安泰銀,5000,40000,-35000,0,0,0,0,0,0,0,0,0,0,0,0,0,-35000,2021-06-09
7725,6743,安普新,28000,63000,-35000,0,0,0,0,0,0,0,0,0,0,0,0,0,-35000,2021-06-09
7726,6235,華孚,32000,67000,-35000,0,0,0,0,0,0,0,0,0,0,0,0,0,-35000,2021-06-09
7727,9930,中聯資源,0,35000,-35000,0,0,0,0,0,0,0,0,0,0,0,0,0,-35000,2021-06-09
7728,085024,緯穎元大08購03,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7729,084055,智原富邦08購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,185000,221000,-36000,-36000,2021-06-09
7730,083662,日月光群益07購09,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7731,083479,GIS統一09購02,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7732,085254,臺股指國票08購08,0,0,0,0,0,0,0,0,0,-36000,0,0,0,9000,45000,-36000,-36000,2021-06-09
7733,085839,台表科群益08購03,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7734,086772,奇鋐凱基0A購02,0,0,0,0,0,0,0,0,0,-36000,0,0,0,4000,40000,-36000,-36000,2021-06-09
7735,088824,界霖元大09購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7736,087822,中興電凱基09購02,0,0,0,0,0,0,0,0,0,-36000,0,0,0,10000,46000,-36000,-36000,2021-06-09
7737,088306,技嘉凱基09購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7738,087993,台達電群益09購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7739,033082,裕民統一13購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7740,030907,光磊凱基0A購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7741,030801,華晶科凱基0B購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7742,033173,長榮永豐0B購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7743,035296,華晶科國票0C購02,0,0,0,0,0,0,0,0,0,-36000,0,0,0,16000,52000,-36000,-36000,2021-06-09
7744,035193,京元電元富0B購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,119000,155000,-36000,-36000,2021-06-09
7745,06595P,臺股指國票0A售15,0,0,0,0,0,0,0,0,0,-36000,0,0,0,370000,406000,-36000,-36000,2021-06-09
7746,080632,永光元大09購01,0,0,0,0,0,0,0,0,0,-36000,0,0,0,130000,166000,-36000,-36000,2021-06-09
7747,083062,凱美永豐07購03,0,0,0,0,0,0,0,0,0,-36000,0,0,0,35000,71000,-36000,-36000,2021-06-09
7748,081964,台達電元大08購02,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7749,9941,裕融,49000,85000,-36000,0,0,0,0,0,0,0,0,0,0,0,0,0,-36000,2021-06-09
7750,089836,台達電元大09購02,0,0,0,0,0,0,0,0,0,-36000,0,0,0,0,36000,-36000,-36000,2021-06-09
7751,1234,黑松,2000,38000,-36000,0,0,0,0,0,0,0,0,0,0,0,0,0,-36000,2021-06-09
7752,088016,統一永豐09購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,0,37000,-37000,-37000,2021-06-09
7753,086664,精成科國票0A購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,0,37000,-37000,-37000,2021-06-09
7754,084667,聯發科國票08購10,0,0,0,0,0,0,0,0,0,-37000,0,0,0,65000,102000,-37000,-37000,2021-06-09
7755,032727,玉晶光第一14購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,10000,47000,-37000,-37000,2021-06-09
7756,032691,友達永豐0A購07,0,0,0,0,0,0,0,0,0,-37000,0,0,0,95000,132000,-37000,-37000,2021-06-09
7757,031056,友達元大0A購05,0,0,0,0,0,0,0,0,0,-37000,0,0,0,0,37000,-37000,-37000,2021-06-09
7758,033039,聯發科兆豐0A購06,0,0,0,0,0,0,0,0,0,-37000,0,0,0,0,37000,-37000,-37000,2021-06-09
7759,033355,東聯群益0B購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,33000,70000,-37000,-37000,2021-06-09
7760,033570,東鋼第一15購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,0,37000,-37000,-37000,2021-06-09
7761,032165,大立光元富14購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,10000,47000,-37000,-37000,2021-06-09
7762,034816,全新群益11購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,170000,207000,-37000,-37000,2021-06-09
7763,034079,上銀元大12購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,175000,212000,-37000,-37000,2021-06-09
7764,034208,亞聚元富0B購02,0,0,0,0,0,0,0,0,0,-37000,0,0,0,5000,42000,-37000,-37000,2021-06-09
7765,06240P,亞德客元大08售02,0,0,0,0,0,0,0,0,0,-37000,0,0,0,1000,38000,-37000,-37000,2021-06-09
7766,083368,台揚國票08購01,0,0,0,0,0,0,0,0,0,-37000,0,0,0,3000,40000,-37000,-37000,2021-06-09
7767,1453,大將,1000,38000,-37000,0,0,0,0,0,0,0,0,0,0,0,0,0,-37000,2021-06-09
7768,3024,憶聲,168000,205000,-37000,0,0,0,0,0,0,0,0,0,0,0,0,0,-37000,2021-06-09
7769,3046,建碁,8000,45000,-37000,0,0,0,0,0,0,0,0,0,0,0,0,0,-37000,2021-06-09
7770,6668,中揚光,57000,94000,-37000,0,0,0,0,0,0,0,0,0,0,0,0,0,-37000,2021-06-09
7771,9105,泰金寶-DR,83000,120942,-37942,0,0,0,0,0,0,0,0,0,0,0,0,0,-37942,2021-06-09
7772,083453,台達電麥證09購01,0,0,0,0,38000,-38000,0,0,0,-38000,0,0,0,0,38000,-38000,-38000,2021-06-09
7773,083619,台達電凱基0B購01,0,0,0,0,0,0,0,0,0,-38000,0,0,0,0,38000,-38000,-38000,2021-06-09
7774,085820,台光電群益09購01,0,0,0,0,0,0,0,0,0,-38000,0,0,0,497000,535000,-38000,-38000,2021-06-09
7775,085324,T50正2群益08購12,0,0,0,0,0,0,0,0,0,-38000,0,0,0,2000,40000,-38000,-38000,2021-06-09
7776,088718,宏碁凱基09購04,0,0,0,0,0,0,0,0,0,-38000,0,0,0,1000,39000,-38000,-38000,2021-06-09
7777,033351,矽格永豐0B購01,0,0,0,0,0,0,0,0,0,-38000,0,0,0,0,38000,-38000,-38000,2021-06-09
7778,033435,偉詮電元大11購01,0,0,0,0,0,0,0,0,0,-38000,0,0,0,97000,135000,-38000,-38000,2021-06-09
7779,034990,友達群益0B購09,0,0,0,0,0,0,0,0,0,-38000,0,0,0,8000,46000,-38000,-38000,2021-06-09
7780,034922,富邦金麥證0B購02,0,0,0,0,39000,-39000,0,0,0,-38000,0,0,0,1000,39000,-38000,-38000,2021-06-09
7781,035534,聯發科兆豐0B購04,0,0,0,0,0,0,0,0,0,-38000,0,0,0,0,38000,-38000,-38000,2021-06-09
7782,034180,力山元大0C購02,0,0,0,0,0,0,0,0,0,-38000,0,0,0,915000,953000,-38000,-38000,2021-06-09
7783,034592,中鋼統一0B購03,0,0,0,0,0,0,0,0,0,-38000,0,0,0,146000,184000,-38000,-38000,2021-06-09
7784,035740,華晶科國票0C購03,0,0,0,0,0,0,0,0,0,-38000,0,0,0,4000,42000,-38000,-38000,2021-06-09
7785,035889,新唐國票11購01,0,0,0,0,0,0,0,0,0,-38000,0,0,0,7000,45000,-38000,-38000,2021-06-09
7786,033984,惠特凱基0B購02,0,0,0,0,0,0,0,0,0,-38000,0,0,0,0,38000,-38000,-38000,2021-06-09
7787,035081,聯詠第一15購01,0,0,0,0,0,0,0,0,0,-38000,0,0,0,25000,63000,-38000,-38000,2021-06-09
7788,035356,國巨兆豐11購01,0,0,0,0,0,0,0,0,0,-38000,0,0,0,0,38000,-38000,-38000,2021-06-09
7789,082240,立隆電凱基09購01,0,0,0,0,0,0,0,0,0,-38000,0,0,0,0,38000,-38000,-38000,2021-06-09
7790,06933P,中鋼中信0A售06,0,0,0,0,0,0,0,0,0,-38000,0,0,0,0,38000,-38000,-38000,2021-06-09
7791,2731,雄獅,20000,50000,-30000,0,0,0,0,0,0,-8000,0,8000,-8000,0,0,0,-38000,2021-06-09
7792,3557,嘉威,4000,41000,-37000,0,0,0,0,0,0,-1000,0,0,0,0,1000,-1000,-38000,2021-06-09
7793,1416,廣豐,15000,53000,-38000,0,0,0,0,0,0,0,0,0,0,0,0,0,-38000,2021-06-09
7794,1531,高林股,0,38000,-38000,0,0,0,0,0,0,0,0,0,0,0,0,0,-38000,2021-06-09
7795,088666,燿華元大0A購01,0,0,0,0,0,0,0,0,0,-39000,0,0,0,73000,112000,-39000,-39000,2021-06-09
7796,088028,科嘉永豐09購01,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7797,087847,臺股指凱基0C購08,0,0,0,0,0,0,0,0,0,-39000,0,0,0,10000,49000,-39000,-39000,2021-06-09
7798,084813,華晶科永豐08購03,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7799,032116,SGBR2X凱基0B購02,0,0,0,0,0,0,0,0,0,-39000,0,0,0,6000,45000,-39000,-39000,2021-06-09
7800,032575,A50正2元大0A購05,0,0,0,0,0,0,0,0,0,-39000,0,0,0,17000,56000,-39000,-39000,2021-06-09
7801,032709,力麗群益0A購01,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7802,035347,群創元富0B購10,0,0,0,0,0,0,0,0,0,-39000,0,0,0,48000,87000,-39000,-39000,2021-06-09
7803,035647,瀚宇博群益0C購01,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7804,034378,中鋼元大0B購06,0,0,0,0,0,0,0,0,0,-39000,0,0,0,87000,126000,-39000,-39000,2021-06-09
7805,034379,中鋼元大13購01,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7806,033715,技嘉國票0C購01,0,0,0,0,0,0,0,0,0,-39000,0,0,0,26000,65000,-39000,-39000,2021-06-09
7807,06571P,台灣50元大0C售02,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7808,06776P,鴻海凱基0A售16,0,0,0,0,0,0,0,0,0,-39000,0,0,0,75000,114000,-39000,-39000,2021-06-09
7809,072984,可成元富07購07,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7810,07301P,金像電元富13售01,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7811,079467,緯穎元富07購03,0,0,0,0,0,0,0,0,0,-39000,0,0,0,0,39000,-39000,-39000,2021-06-09
7812,2109,華豐,44000,83000,-39000,0,0,0,0,0,0,0,0,0,0,0,0,0,-39000,2021-06-09
7813,2516,新建,13000,52000,-39000,0,0,0,0,0,0,0,0,0,0,0,0,0,-39000,2021-06-09
7814,084789,台郡凱基09購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7815,084926,宏碁元大08購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,4000,44000,-40000,-40000,2021-06-09
7816,083561,聯電群益09購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7817,085282,台積電凱基08購25,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7818,085699,同欣電國泰0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,10000,50000,-40000,-40000,2021-06-09
7819,085523,華新科富邦0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7820,085978,臺股指凱基12購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,170000,210000,-40000,-40000,2021-06-09
7821,086316,景碩凱基09購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7822,086187,亞德客凱基08購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7823,086189,大成鋼凱基0C購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7824,088596,台積電日盛15購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7825,086534,矽創凱基09購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7826,086868,旺宏國票0B購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7827,087647,京元電群益0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7828,087666,中磊兆豐0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,10000,50000,-40000,-40000,2021-06-09
7829,030705,華晶科群益0B購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7830,030657,友達永豐0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7831,00730,富邦臺灣優質高息,4000,4000,0,0,0,0,0,0,0,-40000,0,0,0,293000,333000,-40000,-40000,2021-06-09
7832,030199,中環凱基0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7833,031242,金像電群益0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7834,031373,長榮航永豐0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7835,032192,奇力新群益0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7836,032069,正新中信0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7837,031915,長榮永豐0A購08,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7838,031896,台塑永豐0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7839,032406,台苯元大0B購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,81000,121000,-40000,-40000,2021-06-09
7840,033279,南亞科統一15購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7841,033653,台積電統一0C購09,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7842,034751,愛普元大13購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7843,034790,祥碩國泰11購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,77000,117000,-40000,-40000,2021-06-09
7844,034388,國泰金元大0C購03,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7845,034646,臺股指元大0C購20,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7846,034690,鴻海群益0B購10,0,0,0,0,0,0,0,0,0,-40000,0,0,0,65000,105000,-40000,-40000,2021-06-09
7847,034236,新纖統一13購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,20000,60000,-40000,-40000,2021-06-09
7848,033827,台灣50台新0B購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7849,035484,萬海群益13購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7850,034879,東鋼群益0B購04,0,0,0,0,0,0,0,0,0,-40000,0,0,0,56000,96000,-40000,-40000,2021-06-09
7851,034284,聯電兆豐0C購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7852,035090,友達凱基11購05,0,0,0,0,0,0,0,0,0,-40000,0,0,0,10000,50000,-40000,-40000,2021-06-09
7853,036531,南電兆豐12購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7854,080465,大聯大凱基09購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7855,081376,聯電麥證0A購01,0,0,0,0,40000,-40000,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7856,082400,金像電凱基07購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7857,081673,南電富邦07購02,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7858,082622,玉晶光永豐07購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,10000,50000,-40000,-40000,2021-06-09
7859,082781,鴻海元富07購22,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7860,073508,松翰元富0A購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,10000,50000,-40000,-40000,2021-06-09
7861,076009,滬深2X元大08購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,100000,140000,-40000,-40000,2021-06-09
7862,06934P,長榮中信0A售05,0,0,0,0,0,0,0,0,0,-40000,0,0,0,10000,50000,-40000,-40000,2021-06-09
7863,06942P,彩晶元大0A售12,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7864,2527,宏璟,3000,43000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,-40000,2021-06-09
7865,2024,志聯,3000,42000,-39000,0,0,0,0,0,0,-1000,0,1000,-1000,0,0,0,-40000,2021-06-09
7866,1603,華電,473000,513000,-40000,0,0,0,0,0,0,0,0,0,0,0,0,0,-40000,2021-06-09
7867,089603,華邦電群益0B購01,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7868,089155,台積電元富0C購18,0,0,0,0,0,0,0,0,0,-40000,0,0,0,0,40000,-40000,-40000,2021-06-09
7869,6415,矽力-KY,185950,218100,-32150,0,0,0,0,2000,-2000,-5870,12000,17870,-5870,0,0,0,-40020,2021-06-09
7870,4739,康普,117050,198000,-80950,0,0,0,0,0,0,40000,40000,0,40000,0,0,0,-40950,2021-06-09
7871,086713,強茂元大09購01,0,0,0,0,0,0,0,0,0,-41000,0,0,0,546000,587000,-41000,-41000,2021-06-09
7872,088465,仁寶元富09購02,0,0,0,0,0,0,0,0,0,-41000,0,0,0,0,41000,-41000,-41000,2021-06-09
7873,088295,廣宇麥證0A購01,0,0,0,0,41000,-41000,0,0,0,-41000,0,0,0,0,41000,-41000,-41000,2021-06-09
7874,085507,松翰凱基08購01,0,0,0,0,0,0,0,0,0,-41000,0,0,0,10000,51000,-41000,-41000,2021-06-09
7875,084798,鴻海群益09購07,0,0,0,0,0,0,0,0,0,-41000,0,0,0,0,41000,-41000,-41000,2021-06-09
7876,032959,聯電元大0A購15,0,0,0,0,0,0,0,0,0,-41000,0,0,0,9000,50000,-41000,-41000,2021-06-09
7877,031370,瑞昱永豐0A購02,0,0,0,0,0,0,0,0,0,-41000,0,0,0,0,41000,-41000,-41000,2021-06-09
7878,031211,華邦電凱基0B購02,0,0,0,0,0,0,0,0,0,-41000,0,0,0,32000,73000,-41000,-41000,2021-06-09
7879,030246,威盛永豐0A購01,0,0,0,0,0,0,0,0,0,-41000,0,0,0,4000,45000,-41000,-41000,2021-06-09
7880,031532,國巨富邦0C購02,0,0,0,0,0,0,0,0,0,-41000,0,0,0,35000,76000,-41000,-41000,2021-06-09
7881,034820,群創群益0B購12,0,0,0,0,0,0,0,0,0,-41000,0,0,0,0,41000,-41000,-41000,2021-06-09
7882,035622,智邦國票0C購02,0,0,0,0,0,0,0,0,0,-41000,0,0,0,8000,49000,-41000,-41000,2021-06-09
7883,034025,友達中信11購02,0,0,0,0,0,0,0,0,0,-41000,0,0,0,1000,42000,-41000,-41000,2021-06-09
7884,034223,萬海元富0C購01,0,0,0,0,0,0,0,0,0,-41000,0,0,0,0,41000,-41000,-41000,2021-06-09
7885,082392,聯電凱基07購06,0,0,0,0,0,0,0,0,0,-41000,0,0,0,9000,50000,-41000,-41000,2021-06-09
7886,079646,台積電凱基0C購01,0,0,0,0,0,0,0,0,0,-41000,0,0,0,10000,51000,-41000,-41000,2021-06-09
7887,1808,潤隆,27000,68000,-41000,0,0,0,0,0,0,0,0,0,0,0,0,0,-41000,2021-06-09
7888,084625,宏碁凱基09購01,0,0,0,0,0,0,0,0,0,-42000,0,0,0,2000,44000,-42000,-42000,2021-06-09
7889,087912,微星群益0A購01,0,0,0,0,0,0,0,0,0,-42000,0,0,0,138000,180000,-42000,-42000,2021-06-09
7890,088753,華碩統一0B購03,0,0,0,0,0,0,0,0,0,-42000,0,0,0,0,42000,-42000,-42000,2021-06-09
7891,088912,立積群益0A購01,0,0,0,0,0,0,0,0,0,-42000,0,0,0,0,42000,-42000,-42000,2021-06-09
7892,032967,宏達電元大0A購05,0,0,0,0,0,0,0,0,0,-42000,0,0,0,5000,47000,-42000,-42000,2021-06-09
7893,031727,彩晶群益0A購03,0,0,0,0,0,0,0,0,0,-42000,0,0,0,0,42000,-42000,-42000,2021-06-09
7894,031709,聯發科永豐0B購02,0,0,0,0,0,0,0,0,0,-42000,0,0,0,0,42000,-42000,-42000,2021-06-09
7895,05490P,聯電兆豐07售04,0,0,0,0,0,0,0,0,0,-42000,0,0,0,0,42000,-42000,-42000,2021-06-09
7896,034339,創意群益0B購01,0,0,0,0,0,0,0,0,0,-42000,0,0,0,169000,211000,-42000,-42000,2021-06-09
7897,034155,緯穎凱基0C購01,0,0,0,0,0,0,0,0,0,-42000,0,0,0,0,42000,-42000,-42000,2021-06-09
7898,05982P,台積電兆豐08售07,0,0,0,0,0,0,0,0,0,-42000,0,0,0,8000,50000,-42000,-42000,2021-06-09
7899,06099P,台灣50凱基07售18,0,0,0,0,0,0,0,0,0,-42000,0,0,0,75000,117000,-42000,-42000,2021-06-09
7900,035678,晶技永豐0B購02,0,0,0,0,0,0,0,0,0,-42000,0,0,0,0,42000,-42000,-42000,2021-06-09
7901,036442,聯詠兆豐11購01,0,0,0,0,0,0,0,0,0,-42000,0,0,0,0,42000,-42000,-42000,2021-06-09
7902,082158,廣宇國泰09購01,0,0,0,0,0,0,0,0,0,-42000,0,0,0,27000,69000,-42000,-42000,2021-06-09
7903,06883P,臺股指群益0A售13,0,0,0,0,0,0,0,0,0,-42000,0,0,0,12000,54000,-42000,-42000,2021-06-09
7904,2012,春雨,127000,169000,-42000,0,0,0,0,0,0,0,0,0,0,0,0,0,-42000,2021-06-09
7905,089764,恆大凱基11購01,0,0,0,0,0,0,0,0,0,-42000,0,0,0,8000,50000,-42000,-42000,2021-06-09
7906,9942,茂順,16000,58000,-42000,0,0,0,0,0,0,0,0,0,0,0,0,0,-42000,2021-06-09
7907,088391,緯穎富邦09購02,0,0,0,0,0,0,0,0,0,-43000,0,0,0,8000,51000,-43000,-43000,2021-06-09
7908,088199,日月光群益11購01,0,0,0,0,0,0,0,0,0,-43000,0,0,0,96000,139000,-43000,-43000,2021-06-09
7909,033124,聯電元大0A購17,0,0,0,0,0,0,0,0,0,-43000,0,0,0,48000,91000,-43000,-43000,2021-06-09
7910,036380,健策國票11購01,0,0,0,0,0,0,0,0,0,-43000,0,0,0,67000,110000,-43000,-43000,2021-06-09
7911,035156,台玻國票0C購04,0,0,0,0,0,0,0,0,0,-43000,0,0,0,0,43000,-43000,-43000,2021-06-09
7912,035348,南電元富0B購01,0,0,0,0,0,0,0,0,0,-43000,0,0,0,90000,133000,-43000,-43000,2021-06-09
7913,034880,大成鋼群益11購01,0,0,0,0,0,0,0,0,0,-43000,0,0,0,77000,120000,-43000,-43000,2021-06-09
7914,034637,創意元大0B購01,0,0,0,0,0,0,0,0,0,-43000,0,0,0,65000,108000,-43000,-43000,2021-06-09
7915,06980P,彩晶元富0A售06,0,0,0,0,0,0,0,0,0,-43000,0,0,0,0,43000,-43000,-43000,2021-06-09
7916,07084P,大成鋼凱基0B售06,0,0,0,0,0,0,0,0,0,-43000,0,0,0,37000,80000,-43000,-43000,2021-06-09
7917,06599P,南電群益0A售01,0,0,0,0,0,0,0,0,0,-43000,0,0,0,0,43000,-43000,-43000,2021-06-09
7918,06405P,友達元富08售04,0,0,0,0,0,0,0,0,0,-43000,0,0,0,2000,45000,-43000,-43000,2021-06-09
7919,083351,力山永豐07購01,0,0,0,0,0,0,0,0,0,-43000,0,0,0,0,43000,-43000,-43000,2021-06-09
7920,2206,三陽工業,127000,184000,-57000,0,0,0,0,0,0,14000,0,0,0,14000,0,14000,-43000,2021-06-09
7921,088294,廣宇麥證09購02,0,0,0,0,44000,-44000,0,0,0,-44000,0,0,0,0,44000,-44000,-44000,2021-06-09
7922,086662,嘉澤國票0A購01,0,0,0,0,0,0,0,0,0,-44000,0,0,0,31000,75000,-44000,-44000,2021-06-09
7923,084928,凌陽元大08購08,0,0,0,0,0,0,0,0,0,-44000,0,0,0,545000,589000,-44000,-44000,2021-06-09
